,report_date,year,month,Year-Month,family_with_children_shelter
2029,2023-03-31,2023,3,2023-03,366
2030,2023-03-31,2023,3,2023-03,0
2031,2023-03-31,2023,3,2023-03,576
2032,2023-03-31,2023,3,2023-03,1220
2033,2023-03-31,2023,3,2023-03,214
2034,2023-03-31,2023,3,2023-03,464
2035,2023-03-31,2023,3,2023-03,2076
2036,2023-03-31,2023,3,2023-03,1421
2037,2023-03-31,2023,3,2023-03,2177
2038,2023-03-31,2023,3,2023-03,1234
2039,2023-03-31,2023,3,2023-03,862
2040,2023-03-31,2023,3,2023-03,1119
2041,2023-03-31,2023,3,2023-03,0
2042,2023-03-31,2023,3,2023-03,0
2043,2023-03-31,2023,3,2023-03,135
2044,2023-03-31,2023,3,2023-03,180
2045,2023-03-31,2023,3,2023-03,832
2046,2023-03-31,2023,3,2023-03,1354
2047,2023-03-31,2023,3,2023-03,0
2048,2023-03-31,2023,3,2023-03,0
2049,2023-03-31,2023,3,2023-03,0
2050,2023-03-31,2023,3,2023-03,303
2051,2023-03-31,2023,3,2023-03,0
2052,2023-03-31,2023,3,2023-03,0
2053,2023-03-31,2023,3,2023-03,289
2054,2023-03-31,2023,3,2023-03,554
2055,2023-03-31,2023,3,2023-03,855
2056,2023-03-31,2023,3,2023-03,292
2057,2023-03-31,2023,3,2023-03,596
2058,2023-03-31,2023,3,2023-03,0
2059,2023-03-31,2023,3,2023-03,559
2060,2023-03-31,2023,3,2023-03,681
2061,2023-03-31,2023,3,2023-03,712
2062,2023-03-31,2023,3,2023-03,0
2063,2023-03-31,2023,3,2023-03,645
2064,2023-03-31,2023,3,2023-03,0
2065,2023-03-31,2023,3,2023-03,340
2066,2023-03-31,2023,3,2023-03,358
2067,2023-03-31,2023,3,2023-03,201
2068,2023-03-31,2023,3,2023-03,0
2069,2023-03-31,2023,3,2023-03,847
2070,2023-03-31,2023,3,2023-03,1095
2071,2023-03-31,2023,3,2023-03,2379
2072,2023-03-31,2023,3,2023-03,191
2073,2023-03-31,2023,3,2023-03,85
2074,2023-03-31,2023,3,2023-03,454
2075,2023-03-31,2023,3,2023-03,151
2076,2023-03-31,2023,3,2023-03,0
2077,2023-02-28,2023,2,2023-02,452
2078,2023-02-28,2023,2,2023-02,221
2079,2023-02-28,2023,2,2023-02,1216
2080,2023-02-28,2023,2,2023-02,580
2081,2023-02-28,2023,2,2023-02,0
2082,2023-02-28,2023,2,2023-02,361
2083,2023-02-28,2023,2,2023-02,0
2084,2023-02-28,2023,2,2023-02,70
2085,2023-02-28,2023,2,2023-02,453
2086,2023-02-28,2023,2,2023-02,821
2087,2023-02-28,2023,2,2023-02,531
2088,2023-02-28,2023,2,2023-02,573
2089,2023-02-28,2023,2,2023-02,379
2090,2023-02-28,2023,2,2023-02,416
2091,2023-02-28,2023,2,2023-02,429
2092,2023-02-28,2023,2,2023-02,0
2093,2023-02-28,2023,2,2023-02,710
2094,2023-02-28,2023,2,2023-02,671
2095,2023-02-28,2023,2,2023-02,568
2096,2023-02-28,2023,2,2023-02,0
2097,2023-02-28,2023,2,2023-02,376
2098,2023-02-28,2023,2,2023-02,307
2099,2023-02-28,2023,2,2023-02,863
2100,2023-02-28,2023,2,2023-02,558
2101,2023-02-28,2023,2,2023-02,283
2102,2023-02-28,2023,2,2023-02,0
2103,2023-02-28,2023,2,2023-02,0
2104,2023-02-28,2023,2,2023-02,297
2105,2023-02-28,2023,2,2023-02,0
2106,2023-02-28,2023,2,2023-02,0
2107,2023-02-28,2023,2,2023-02,0
2108,2023-02-28,2023,2,2023-02,1421
2109,2023-02-28,2023,2,2023-02,854
2110,2023-02-28,2023,2,2023-02,180
2111,2023-02-28,2023,2,2023-02,109
2112,2023-02-28,2023,2,2023-02,0
2113,2023-02-28,2023,2,2023-02,0
2114,2023-02-28,2023,2,2023-02,0
2115,2023-02-28,2023,2,2023-02,0
2116,2023-02-28,2023,2,2023-02,143
2117,2023-02-28,2023,2,2023-02,436
2118,2023-02-28,2023,2,2023-02,85
2119,2023-02-28,2023,2,2023-02,204
2120,2023-02-28,2023,2,2023-02,2398
2121,2023-02-28,2023,2,2023-02,1145
2122,2023-02-28,2023,2,2023-02,795
2123,2023-02-28,2023,2,2023-02,0
2124,2023-02-28,2023,2,2023-02,0
2125,2023-02-28,2023,2,2023-02,185
2126,2023-02-28,2023,2,2023-02,357
2127,2023-02-28,2023,2,2023-02,347
2128,2023-02-28,2023,2,2023-02,0
2129,2023-02-28,2023,2,2023-02,536
2130,2023-02-28,2023,2,2023-02,1136
2131,2023-02-28,2023,2,2023-02,870
2132,2023-02-28,2023,2,2023-02,1242
2133,2023-02-28,2023,2,2023-02,2200
2134,2023-02-28,2023,2,2023-02,1359
2135,2023-02-28,2023,2,2023-02,2136
2136,2023-01-31,2023,1,2023-01,318
2137,2023-01-31,2023,1,2023-01,0
2138,2023-01-31,2023,1,2023-01,1122
2139,2023-01-31,2023,1,2023-01,854
2140,2023-01-31,2023,1,2023-01,1289
2141,2023-01-31,2023,1,2023-01,2238
2142,2023-01-31,2023,1,2023-01,1326
2143,2023-01-31,2023,1,2023-01,2057
2144,2023-01-31,2023,1,2023-01,450
2145,2023-01-31,2023,1,2023-01,222
2146,2023-01-31,2023,1,2023-01,1197
2147,2023-01-31,2023,1,2023-01,575
2148,2023-01-31,2023,1,2023-01,0
2149,2023-01-31,2023,1,2023-01,357
2150,2023-01-31,2023,1,2023-01,0
2151,2023-01-31,2023,1,2023-01,71
2152,2023-01-31,2023,1,2023-01,772
2153,2023-01-31,2023,1,2023-01,833
2154,2023-01-31,2023,1,2023-01,551
2155,2023-01-31,2023,1,2023-01,572
2156,2023-01-31,2023,1,2023-01,368
2157,2023-01-31,2023,1,2023-01,421
2158,2023-01-31,2023,1,2023-01,418
2159,2023-01-31,2023,1,2023-01,0
2160,2023-01-31,2023,1,2023-01,0
2161,2023-01-31,2023,1,2023-01,129
2162,2023-01-31,2023,1,2023-01,183
2163,2023-01-31,2023,1,2023-01,830
2164,2023-01-31,2023,1,2023-01,1410
2165,2023-01-31,2023,1,2023-01,0
2166,2023-01-31,2023,1,2023-01,0
2167,2023-01-31,2023,1,2023-01,0
2168,2023-01-31,2023,1,2023-01,315
2169,2023-01-31,2023,1,2023-01,0
2170,2023-01-31,2023,1,2023-01,0
2171,2023-01-31,2023,1,2023-01,285
2172,2023-01-31,2023,1,2023-01,544
2173,2023-01-31,2023,1,2023-01,871
2174,2023-01-31,2023,1,2023-01,291
2175,2023-01-31,2023,1,2023-01,1356
2176,2023-01-31,2023,1,2023-01,0
2177,2023-01-31,2023,1,2023-01,593
2178,2023-01-31,2023,1,2023-01,682
2179,2023-01-31,2023,1,2023-01,731
2180,2023-01-31,2023,1,2023-01,0
2181,2023-01-31,2023,1,2023-01,522
2182,2023-01-31,2023,1,2023-01,0
2183,2023-01-31,2023,1,2023-01,660
2184,2023-01-31,2023,1,2023-01,334
2185,2023-01-31,2023,1,2023-01,0
2186,2023-01-31,2023,1,2023-01,0
2187,2023-01-31,2023,1,2023-01,763
2188,2023-01-31,2023,1,2023-01,1114
2189,2023-01-31,2023,1,2023-01,2394
2190,2023-01-31,2023,1,2023-01,204
2191,2023-01-31,2023,1,2023-01,88
2192,2023-01-31,2023,1,2023-01,463
2193,2023-01-31,2023,1,2023-01,144
2194,2023-01-31,2023,1,2023-01,0
